,Name,City,Cuisines,Average Cost,Aggregate Rating
313,The Nacoochee Village Tavern & Pizzeria,Roswell,"Bakery, Pizza, Seafood",72,4.0
314,Blue Bean Love Cafe,Rock Springs,"Tea, Italian, Mexican, Bakery, Fast Food",30,3.8
315,La Trattoria of Lavandula,Presque Isle,"Desserts, Tea, French, Bakery, BBQ, Mediterranean",68,3.8
316,5 Little Pigs,Petersburg,"Tea, French, Desserts",46,4.1
317,Beach Box Cafe,Daytona Beach,"Chinese, Pizza, BBQ, Cafe",96,3.7
318,Funkey Monkey,Brainerd,"Desserts, Tea, Indian, Bakery, Cafe, American",25,3.8
319,Burger Queen Drive In,San Antonio,"Cafe, Bakery, Fast Food",64,3.6
320,Blue Orchid Thai Restaurant,Evansville,"Tea, Mexican, American, Desserts",86,4.5
321,Stillwater on Belmore,Charleston,"Tea, BBQ, Seafood",44,3.6
322,Mr.,Hartford,"French, Bakery, Seafood, Fast Food",92,3.5
323,Emilio's Cuban Cafe,Florence,"American, BBQ, Bakery, Cafe, Indian",89,3.9
324,Ingleside Village Pizza,Elmira,"French, Indian, Cafe, Desserts",16,4.9
325,Jim Shaw's Seafood Grill & Bar,Everett,"Mexican, BBQ, Desserts, Fast Food",97,4.6
326,Mandarin Chinese Restaurant,Ketchikan,"Cafe, Fast Food",70,4.5
327,Rookery,Latrobe,"Mexican, BBQ, Fast Food, Cafe, Seafood",20,4.5
328,Dovetail,Marquette,"Fast Food, Indian, BBQ, Italian",95,3.8
329,Bonefish Grill,Escanaba,"Tea, Pizza, Desserts",65,4.1
330,Downtown Grill,Huntsville,"Pizza, Bakery",74,4.0
331,Greek Corner Deli,Dillingham,"Tea, Pizza, Mexican, BBQ, Fast Food",62,4.3
332,Natalia's,Wrangell,"Cafe, Mexican, Pizza, BBQ",44,4.2
333,Papouli's Mediterranean Cafe & Market,Miami,"Tea, Desserts",26,4.2
334,Benson's Steak and Sushi,Concord,"Tea, Pizza, French, Fast Food, Cafe",58,3.7
335,My Fathers Place,Hartford,"Desserts, Tea, French, Bakery, American",16,3.7
336,Sushi Thai Restaurant,Flagstaff,"Tea, Bakery, BBQ, Desserts",49,3.7
337,The Mellow Mushroom,Presque Isle,"Tea, Seafood, BBQ, Fast Food",49,3.8
338,El Jalisciense Mexican Restaurant,San Luis Obispo,"Cafe, Pizza, American, Desserts",34,4.1
339,Greek Village,Long Beach,"Desserts, Italian, Bakery, BBQ, Chinese",80,4.0
340,Martin's BBQ,San Antonio,"Tea, BBQ, Fast Food, Indian, Seafood",71,4.2
341,Thai Pepper,Grand Island,"Bakery, Mexican, Pizza",28,4.0
342,Zen Japanese Steakhouse and Sushi Bar,Baton Rouge,"Tea, BBQ, Desserts, Seafood",20,4.1
343,Star Buffet,Kansas City,"Bakery, BBQ, Fast Food",73,2.9
344,Triangle Restaurant,Dodge City,"Tea, Indian, BBQ",22,2.4
345,Three Anchors,Grand Forks,"Tea, Pizza, Bakery, Italian",76,3.8
346,HI Lite Bar & Lounge,Binghamton,"French, BBQ, Cafe, Seafood",17,3.4
347,Vince's Restaurant & Pizzeria,Asheville,"French, Bakery, Indian, Pizza",71,3.6
348,Poets Cafe,Texarkana,"Chinese, Bakery, Indian, Desserts",88,2.4
349,The Artesian Restaurant,Roanoke,"Tea, BBQ, Mediterranean, Desserts",74,3.6
350,Cev韄che Tapas Bar & Restaurant,El Paso,"BBQ, Seafood",35,4.4
351,'Ohana,Hancock,"Pizza, Bakery, Mediterranean, Italian",83,4.5
352,Earl of Sandwich,Valparaiso,"Cafe, BBQ, Fast Food",17,4.7
353,Raglan Road Irish Pub and Restaurant,Colorado Springs,"Chinese, Bakery, Pizza, Mediterranean",97,4.3
354,Caf愆 Tu Tu Tango,Santa Ana,"Tea, Pizza, French, Bakery, Cafe, American",88,4.6
355,Texas de Brazil,Victoria,"Desserts, Tea, BBQ, Cafe, Indian",59,4.6
356,Bahama Breeze Island Grille,Sacramento,"French, Bakery, BBQ, Fast Food, Seafood",31,4.3
357,Maggiano's Little Italy,Brainerd,"Chinese, American, Desserts, Fast Food",65,4.4
358,Hawkers Asian Street Fare,Wrangell,"Desserts, Mexican, BBQ, Cafe, Seafood",95,4.6
359,Tako Cheena by Pom Pom,Miami,"Fast Food, Indian, Desserts, Italian",60,4.4
360,Seasons 52 Fresh Grill,New York,"Seafood, Indian, Desserts, Italian",30,4.4
361,Hollerbach's Willow Tree Caf愆,Yuma,"Desserts, BBQ, Fast Food, Cafe, Mediterranean",73,4.8
362,Pom Pom's Teahouse and Sandwicheria,Monterey,"Seafood, Indian, Fast Food",41,4.9
363,Yellow Dog Eats,Martha's Vineyard,"Cafe, Indian, Desserts, Seafood",34,4.9
364,Tibby's New Orleans Kitchen,Buffalo,"Seafood, Indian, BBQ, Italian",48,4.7
365,The Coop,Latrobe,"American, Mediterranean, Desserts, Seafood",33,3.6
366,Bosphorous Turkish Cuisine,Savannah,"Pizza, Indian, Fast Food",58,4.2
367,Ethos Vegan Kitchen,Las Vegas,"Desserts, Bakery, Cafe, Mediterranean, Seafood",42,4.4
368,Hillstone,Mason City,"Desserts, Tea, Italian, Fast Food, Seafood",95,4.4
369,The Ravenous Pig,Ponce,"Bakery, Fast Food, Chinese, American, Seafood",62,4.4
370,Vivo Bar and Grill,Laredo,"Bakery, Mediterranean, BBQ, Fast Food",17,4.4
371,Pier 70,Niagara Falls,"Tea, Bakery, Mediterranean, Seafood",60,2.6
372,DiVine,Fayetteville,"Mexican, BBQ, Bakery, Cafe, Seafood",32,3.4
373,Cactus Flower Cafe Navarre,Portland,"Cafe, Italian, BBQ, Fast Food, Chinese",48,4.2
374,McGuire's Irish Pub & Brewery,Bozeman,"Fast Food, Desserts, Italian",72,4.9
375,New Yorker Deli & Pizzeria,Redding,"Pizza, Bakery, Desserts, Seafood",78,4.6
376,Tu-Do Vietnamese Restaurant,Midland,"Desserts, Pizza, Mexican, Bakery, Seafood",62,4.5
377,Carrabba's Italian Grill,Akron,"BBQ, Seafood",41,3.7
378,Jaco's Bayfront Bar and Grille,Florence,"French, Bakery, Cafe, Desserts",98,3.9
379,The Tin Cow,Tampa,"BBQ, Desserts, Seafood",67,3.7
380,Cactus Flower Cafe,Aguadilla,"Pizza, BBQ, Cafe, American, Seafood",27,4.2
381,Dharma Blue,Brainerd,"Fast Food, Bakery, Indian, Italian",46,4.1
382,Global Grill,Trenton,"Desserts, Pizza, BBQ, Chinese, Mediterranean",20,4.4
383,Ichiban,Raleigh,"Tea, Pizza",14,4.3
384,The Fish House,New Orleans,"Desserts, Tea, BBQ, Bakery, Mediterranean",20,4.0
385,Tuscan Oven,Trenton,"Desserts, Tea, Italian, Fast Food, Cafe",74,4.1
386,Flounders Chowder House,Saipan,"Tea, Bakery, Cafe, American, Seafood",24,3.9
387,Hemingway's Island Grill,Washington,"Mexican, BBQ, Fast Food, Cafe, Seafood",57,3.5
388,Native Cafe,Manchester,"Tea, Italian, BBQ, Fast Food, Chinese, Seafood",89,4.2
389,Peg Leg Pete's,Tampa,"French, Bakery, Cafe",91,4.4
390,The Grand Marlin,Escanaba,"Cafe, Mediterranean, Desserts, Italian",20,4.3
391,Original Georgios Authentic Greek Food,Little Rock,"Bakery, Pizza, BBQ, Desserts",46,4.7
392,Fisherman's Corner,New Bern,"Cafe, Pizza, BBQ, Chinese, American, Seafood",68,4.4
393,Mad Cowes Cafe,Melbourne,"Mexican, BBQ, Desserts, Fast Food",20,3.7
394,Rupes Burgers,Greer,"Desserts, Tea, Cafe, BBQ, Chinese",90,3.7
395,Texas Roadhouse,Minneapolis,"Cafe, Pizza, BBQ, Desserts",22,3.5
396,Riverwalk Cafe,Alamosa,"Tea, Pizza, Fast Food",97,3.6
397,Royal Hotel,Moline,"Tea, Pizza, Mexican, Chinese, Seafood",74,3.6
398,Buddy's Italian Restaurant,Bangor,"Chinese, BBQ, Desserts",70,3.7
399,Butterburrs,Tampa,"Pizza, Seafood",28,3.6
400,Chang Garden,Wenatchee,"Tea, Cafe, Bakery, Pizza",44,3.5
401,Fifth Street Bagelry,Baton Rouge,"Cafe, Mexican, Pizza, Desserts",10,3.8
402,Goody's Deli,Killeen,"Italian, French, Bakery, Fast Food, Cafe",83,3.8
403,Grecian Key Restaurant,St. Cloud,"Desserts, Italian, Bakery, Fast Food, Cafe",74,3.7
404,Outer Limits Fun Zone,Aberdeen,"Tea, Italian, Bakery, Indian, Seafood",97,3.5
405,Portneuf Valley Brewing,Las Vegas,"Pizza, Mexican, Bakery, Fast Food, Cafe, Mediterranean",58,3.7
406,Sandpiper Restaurant & Lounge,Richmond,"Tea, Cafe, Desserts, Seafood",20,3.6
407,Senor Iguanas,Kahului,"Tea, Pizza, French, Bakery, American",90,3.6
408,Sushi Family,Stockton,"Bakery, Pizza, Cafe",72,3.6
409,Taste of India Nepal,Scranton,"Desserts, Pizza, French, Mexican, Fast Food",68,3.8
410,Thai Paradise,Twin Falls,"Fast Food, Indian, Desserts, Seafood",87,3.7
411,The Bridge,Laredo,"Cafe, Pizza",28,3.6
412,Nosh Mahal,Manhattan,"Tea, Cafe, Pizza, Bakery",51,0.0
413,El Herradero,Brainerd,"Mexican, Indian, BBQ, Fast Food",10,4.1
414,Barrett Junction Cafe,Tallahassee,"Tea, Mexican, Fast Food, Cafe, Seafood",84,3.3
415,Blue Point Grill,Pensacola,"French, Indian, Cafe, Desserts",75,4.0
416,Giovanni's Shrimp Truck,Minot,"Pizza, French, Bakery, Cafe, Seafood",93,4.5
417,Kona Brewing Company,Erie,"Cafe, Mexican, Pizza, BBQ",76,4.7
418,Leonard's Bakery,Hibbing,"Bakery, BBQ, Fast Food, Cafe, Mediterranean",70,4.7
419,Coconuts Fish Cafe,Dallas,"Cafe, BBQ, Mediterranean, Fast Food",38,4.5
420,Kihei Caffe,Bakersfield,"Fast Food, BBQ, Desserts, Italian",47,4.5
421,Monkeypod Kitchen by Merriman,Minneapolis,"Desserts, Pizza, Bakery, Fast Food, Indian, Mediterranean",50,4.2
422,Sansei Seafood Restaurant & Sushi Bar,Presque Isle,"French, Pizza, Seafood",78,4.2
423,Star Noodle,Dayton,"Desserts, Bakery, BBQ, Fast Food, Chinese, American",17,4.6
424,Aloha Mixed Plate,Valparaiso,"French, American, BBQ, Seafood",91,4.2
425,Gazebo,Omaha,"Desserts, Bakery, Cafe, American, Seafood",63,4.4
426,Hula Grill,Great Falls,"Pizza, BBQ, Seafood",76,4.3
427,Kimo's,Kalispell,"Fast Food, Seafood, Italian",97,4.3
428,Mama's Fish House,Charlottesville,"Tea, Pizza, Desserts, Fast Food",63,4.9
429,Marukame Udon,Philadelphia,"Tea, Pizza, Italian, BBQ, Fast Food, Chinese",100,4.9
430,Yard House,International Falls,"Tea, Pizza, Italian, French, Seafood",43,4.6
431,Lulu's Waikiki,Long Beach,"Tea, Cafe, BBQ, Seafood",50,3.9
432,Duke's Waikiki,Providence,"Chinese, Bakery, Desserts, Fast Food",35,4.4
433,Eggs 'n Things,Christiansted,"BBQ, American, Desserts",88,4.0
434,Roy's,Yakima,"Tea, Bakery, Seafood",45,4.2
435,Wailana Coffee House,Sitka,"Tea, Cafe, Desserts, Fast Food",48,4.2
436,The Lady & Sons,Trenton,"Tea, Pizza, Bakery, Cafe, American",38,3.3
437,Green Truck Pub,Scranton,"BBQ, Desserts",47,4.7
438,Leopold's Ice Cream,St. Cloud,"Seafood, BBQ, Italian",62,4.6
439,Mrs. Wilkes' Dining Room,Kotzebue,"Cafe, Bakery",50,4.5
440,Zunzi's,Rochester,"Tea, BBQ",18,4.5
441,Moon River Brewing Company,Spokane,"Desserts, Cafe, French, Fast Food, Chinese",79,3.7
442,Pirates' House Restaurant,Jacksonville,"Chinese, Pizza, BBQ",59,3.8
443,B. Matthew's Eatery,Valparaiso,"Tea, Mexican, Pizza, Mediterranean",21,4.1
444,Crystal Beer Parlor,Deadhorse,"Bakery, BBQ, Cafe, Fast Food",18,4.4
445,Goose Feathers Cafe and Bakery,Jacksonville,"Tea, Fast Food, Italian",57,4.2
446,Henry's,Charleston,"Tea, Cafe, Mexican, Pizza",90,4.1
447,Huey's On The River,Lansing,"Tea, French, Bakery, Fast Food, Cafe",75,4.1
448,J. Christopher's,Evansville,"Tea, Cafe, Desserts, Seafood",39,4.3
449,Lulu's Chocolate Bar,Duluth,"Pizza, Desserts",97,4.3
450,Rocks on the River,Daytona Beach,"Tea, Indian, BBQ",35,4.0
451,SOHO South Cafe,Escanaba,"Seafood, American, BBQ, Fast Food",53,4.3
452,The Olde Pink House,Hagerstown,"Bakery, BBQ",63,4.4
453,Vic's On The River,Dubuque,"Cafe, Bakery, Desserts, Seafood",99,4.1
454,The Crab Shack,Bend,"Pizza, American, BBQ, Cafe, Indian, Seafood",97,3.8
455,Tybee Island Social Club,Bakersfield,"Tea, Bakery, Fast Food, Cafe, American",83,3.9
456,Sky On 57,Knoxville,"Tea, Cafe, Pizza, Chinese, Seafood",150,3.4
457,Cut By Wolfgang Puck,Victoria,"Tea, French, Desserts, Fast Food",135,4.0
458,Restaurant Andre,Charlottesville,"Desserts, Tea, BBQ, Fast Food, Chinese",250,3.8
459,Potato Head Folk,Ithaca,"French, BBQ, Fast Food",40,3.1
460,Jaan,Palm Springs,"Seafood, Mexican, Fast Food",215,3.8
461,Rhubarb Le Restaurant,Flagstaff,"Desserts, Cafe, Mexican, Bakery, Chinese, Seafood",157,3.9
462,Al'frank Cookies,Pago Pago,"Tea, Pizza, Bakery, Chinese, Mediterranean, Seafood",52,4.2
463,Fratini La Trattoria,Melbourne,"Tea, BBQ, Desserts",89,4.1
464,Boufe Boutique Cafe,Charlotte Amalie,"Tea, Pizza, Fast Food",65,3.2
465,The Refinery Singapore,Pago Pago,"Mexican, BBQ, Bakery, Fast Food, Chinese",40,3.2
466,Chye Seng Huat Hardware,Detroit,"Tea, Mexican, Seafood",94,3.7
467,Makansutra Gluttons Bay,Charleston,"Tea, French, BBQ, Mediterranean",84,3.0
468,Colony,Appleton,"Pizza, BBQ, Fast Food, Chinese, Mediterranean, Seafood",110,3.8
469,Summer Pavilion,Belleville,"Cafe, Desserts, Bakery, BBQ",150,3.9
470,The Lokal,Elmira,"Tea, Italian, BBQ, Fast Food, Cafe",53,3.1
471,I Am,Newburgh,"Tea, Bakery, Desserts, Seafood",42,3.2
472,Super Loco,Charleston,"Tea, French, Bakery, Pizza",76,3.2
473,Artistry,Newark,"Cafe, Pizza, Desserts, Seafood",79,3.8
474,Bitters & Love,Duluth,"Bakery, Pizza, BBQ, Fast Food",33,3.9
475,Artichoke Cafe,Little Rock,"Desserts, Bakery, Fast Food, Cafe, American",97,3.2
476,Archie's Waeside,Fort Lauderdale,"Tea, Cafe, Fast Food",26,3.7
477,Bob Roe's Pizza,Hilo,"Seafood, Bakery, Italian",23,3.6
478,Da Kao Restaurant,Laredo,"Bakery, BBQ, Mediterranean, Fast Food",69,3.8
479,Famous Dave's,Traverse City,"Desserts, Italian, BBQ, Fast Food, Indian",39,3.6
480,Fuji Bay Japanese Restaurant,Long Beach,"Tea, Cafe, Mexican, Fast Food",82,3.7
481,HuHot Mongolian Grill,Lawton,"French, Bakery, Pizza",67,3.6
482,Hunan Palace,Fort Dodge,"Desserts, Indian, BBQ, Italian",81,3.8
483,Jerry's Pizza,Santa Rosa,"Tea, Chinese, Indian, BBQ",35,3.8
484,Jim's Burgers,Fort Smith,"Tea, Bakery",10,3.7
485,Johnnie Mars,Pellston,"Tea, Fast Food",33,3.9
486,Miles Inn,Wrangell,"Bakery, Pizza, BBQ",28,3.7
487,Milwaukee Wiener House,Manchester,"Bakery, Indian, Mediterranean, Seafood",45,3.8
488,Minerva's Food & Cocktails,San Antonio,"Cafe, Bakery, BBQ, Seafood",99,3.7
489,Monterrey Mexican Restaurant,Rock Springs,"Bakery, BBQ, Fast Food, American, Seafood",14,3.7
490,Rebos,Kalispell,"Cafe, American, Desserts, Seafood",45,3.8
491,Tokyo Japanese Steakhouse & Sushi Bar,Mission,"Pizza, French, Bakery, Fast Food, Cafe",20,3.9
492,Diamond Thai Cuisine,Concord,"Pizza, Bakery, Desserts",42,4.0
493,El Fredo Pizza,Lewiston,"Desserts, Fast Food",98,4.0
494,Trattoria Fresco,Nome,"American, Desserts, Seafood",51,4.0
495,Kahill's Steak-Fish Chophouse,Palm Springs,"Cafe, Bakery, American",38,3.5
496,Rumba Island Bar & Grill,Mason City,"Desserts, Tea, BBQ, Indian, Mediterranean",58,4.6
497,Red Mesa Cantina,Philadelphia,"Tea, Cafe, American, Fast Food",36,4.6
498,BellaBrava,Manhattan,"French, Bakery, Seafood, Fast Food",39,4.1
499,Ceviche Tapas Bar & Restaurant,Sitka,"Cafe, Mediterranean, Desserts, Seafood",12,4.1
500,The Moon Under Water,Philadelphia,"Pizza, Italian, BBQ, Bakery, Fast Food, Mediterranean",94,4.1
501,Bern's Steak House,Martha's Vineyard,"Desserts, Mexican, Bakery, BBQ, Indian, Seafood",35,4.7
502,Boca Kitchen Bar Market,St. Cloud,"Tea, Pizza, Bakery, Cafe, American",86,3.9
503,Edison: Food+Drink Lab,Ogdensburg,"Fast Food, Mexican, Desserts, Seafood",39,3.9
504,Ceviche Tapas Bar & Restaurant,Seattle,"Tea, Chinese, Desserts",86,4.4
505,Daily Eats,Traverse City,"Desserts, Seafood",44,4.4
506,Salt Rock Grill,Melbourne,"French, Cafe, Desserts, Seafood",99,4.2
507,Mazzaro's Italian Market,Lawton,"Cafe, Mexican, Seafood",26,4.9
508,Conch Republic Grill,Dothan,"Tea, Pizza, French, Indian, Seafood",77,4.5
509,Mr. Dunderbak's Biergarten and Marketplatz,Baltimore,"Cafe, Pizza, American",74,4.9
510,Red Mesa Restaurant,Boston,"Desserts, Tea, Fast Food, Indian, Seafood",65,4.5
511,Datz,Dillingham,"Bakery, Indian, BBQ, Seafood",82,4.7
512,Ella's Americana Folk Art Cafe,Monterey,"Pizza, Italian, Bakery, Fast Food, Cafe",24,4.8
513,Taco Bus,Wilmington,"Tea, Cafe, BBQ",59,4.5
514,The Refinery,Fort Myers,"Bakery, Indian, Seafood",22,4.0
515,Columbia Restaurant,Texarkana,"Desserts, Tea, Pizza, Indian, Seafood",91,4.4
516,1918 Bistro & Grill,Dallas,"Tea, Pizza, BBQ, Seafood",90,4.4
517,Pig and Whistle,Bemidji,"Fast Food, Mexican, Bakery, Seafood",39,4.1
518,Buffalo Wild Wings,Louisville,"Tea, Bakery, BBQ, Fast Food, American",22,3.4
519,El Toreo Mexican Restaurant,Cape Girardeau,"Desserts, Tea, Italian, BBQ, Seafood",35,3.1
520,306 North Restaurant,Des Moines,"Pizza, Desserts, Seafood",83,3.9
521,Austins Cattle Co,College Station,"Desserts, Pizza, BBQ, Bakery, Chinese",55,3.7
522,Beijing Cafe,Pittsburgh,"Desserts, Tea, Pizza, Mexican, Indian",33,3.8
523,Bleu Cafe,Green Bay,"Indian, Desserts, Seafood",13,3.7
524,Bleu Pub,Newport News,"Chinese, BBQ, Mediterranean, Fast Food",89,3.8
525,Bubba Jax Crab Shack,Cincinnati,"Desserts, Italian, French, Cafe, Seafood",20,3.7
526,Cheddar's Scratch Kitchen,Latrobe,"Tea, Cafe, Seafood",43,3.7
527,El Cazador,White Plains,"Mexican, Pizza, BBQ",90,3.7
528,Friends Grille and Bar,Spokane,"Cafe, Desserts, Seafood",69,3.9
529,Giulios Greek & Italian Restaurant,Kalamazoo,"Fast Food, French, Desserts, Seafood",76,3.8
530,La Jalisco Supermercato,Des Moines,"Desserts, Pizza, Mexican, Cafe, Seafood",60,3.5
531,Masato Japanese,Brainerd,"Cafe, BBQ, Italian",98,3.9
532,Mom & Dad's Italian Restaurant,Daytona Beach,"Tea, Mexican, Cafe, Indian, Seafood",17,3.7
533,Mori's Japanese Steakhouse & Sushi Bar,Sacramento,"Pizza, French, Fast Food, Cafe, Seafood",35,3.5
534,Passage 2 India,Newburgh,"Pizza, BBQ, Bakery, Fast Food, Indian, Mediterranean",47,3.8
535,Rodeo Mexican Restaurant,Salisbury,"Desserts, Pizza, Fast Food, Cafe, American",24,3.8
536,Steel Magnolias,Louisville,"Italian, Mexican, Fast Food, Cafe, Seafood",26,3.8
537,Smok'n Pig B-B-Q,Walla Walla,"Tea, Italian, Bakery, BBQ, Seafood",29,4.1
538,Blue House Cafe,Waco,"Tea, Pizza, Mexican, Cafe, Seafood",55,4.3
539,Anchorage Cafe Restaurant Wine Bar,Saipan,"Pizza, Bakery, Mediterranean, Fast Food",56,3.6
540,Lake House Restaurant,Oklahoma City,"Cafe, American, Mediterranean, BBQ",38,4.3
541,Masala Grill & Coffee House,Deadhorse,"Bakery, Indian, Fast Food",86,3.2
542,Brown Bottle The Cedar Falls,Charleston,"Tea, Bakery, Indian",28,3.7
543,Four Queens Dairy Cream,Green Bay,"Chinese, American, BBQ, Fast Food",76,3.9
544,Hong Kong Chinese Restaurant,Omaha,"Desserts, Italian, Bakery, Cafe, Seafood",83,3.8
545,HuHot Mongolian Grill,Greensboro,"Desserts, Mexican, Bakery, Fast Food, Cafe",71,3.7
546,J's Homestyle Cooking,Petersburg,"Fast Food, BBQ, Desserts, Italian",63,3.6
547,Montage,Dillingham,"Desserts, Tea, French, Fast Food, Cafe, Mediterranean",46,3.6
548,Mulligan's Brick Oven Grill,Provo,"Seafood, Fast Food",66,3.6
549,Sakura,Nantucket,"Cafe, Indian, Desserts, Italian",87,3.8
550,Scratch,Niagara Falls,"Tea, American, Seafood",19,3.7
551,SOHO Sushi Bar & Deli,Bangor,"Pizza, French, BBQ, Fast Food, Seafood",78,3.6
552,Texas Roadhouse,Kalispell,"Tea, French, Mexican, BBQ, Cafe, Seafood",14,3.6
553,Tony's La Pizzeria,Fort Lauderdale,"Tea, Chinese, Bakery, Cafe",32,3.6
554,Chapala,Hancock,"Desserts, BBQ, Fast Food, Cafe, Mediterranean",84,3.6
555,Galleria de Paco,Rhinelander,"Desserts, BBQ, Cafe, Mediterranean, Seafood",20,3.6
556,Golden China,Lansing,"Chinese, Indian, Cafe, BBQ",66,3.7
557,Rudy's Tacos,Indianapolis,"Cafe, Mexican, Indian, Desserts",29,3.6
558,The Screaming Eagle,Iron Mountain,"Tea, Italian, Bakery, American, Seafood",86,3.7
559,The Thai Bowl,Baltimore,"BBQ, Pizza, Desserts, Italian",66,3.5
560,Tokyo Japanese Steak House,Duluth,"Chinese, American, Desserts, Seafood",80,3.9
561,Theo Yianni's Authentic Greek Restaurant,Beaumont,"Tea, Italian, Fast Food, Cafe, American, Seafood",31,3.9
562,Fishpatrick's Crabby Cafe,Lexington,"Indian, Mediterranean, BBQ, Seafood",22,3.2
563,Arigato Sushi,Traverse City,"Desserts, Mexican, Bakery, BBQ, Fast Food, Mediterranean",96,3.3
564,Denny's,Binghamton,"Tea, Pizza, Bakery, Italian",64,4.6
565,Famous Dave's Barbecue,Laramie,"Seafood, Pizza, BBQ, Italian",71,4.6
566,Pizza Di Rocco,Baton Rouge,"Bakery, Seafood",61,4.4
567,Sofra Istanbul,Ponce,"Tea, Cafe, American, Desserts",34,4.3
568,Salt,Baltimore,"Tea, Bakery, Fast Food, Chinese, American",56,4.2
569,Genghis Grill,Albuquerque,"BBQ, Desserts, Italian",24,4.6
570,Olive Garden,Juneau,"Desserts, Tea, Pizza, French, BBQ",31,4.1
571,Cho Gao - Crowne Plaza Abu Dhabi,Oakland,"Tea, BBQ, Seafood",52,4.4
572,Gazebo,Lexington,"Italian, French, BBQ, Fast Food, Cafe, Seafood",37,4.0
573,Sangeetha Vegetarian Restaurant,Corpus Christi,"Desserts, Tea, Pizza, French, BBQ",91,3.6
574,Hot Palayok,La Crosse,"Fast Food, BBQ, Mediterranean, Seafood",52,4.5
575,Applebee's,Peoria,"Pizza, Fast Food",46,4.0
576,Tikka Tonight,Salt Lake City,"Desserts, Pizza, Italian, French, Bakery, Fast Food",87,4.0
577,Bait El Khetyar,Honolulu,"Cafe, Seafood",28,4.0
578,Indian By Nature,Santa Maria,"Tea, Pizza, Bakery, BBQ, Mediterranean",45,4.3
579,Via Delhi,Pittsburgh,"Pizza, French, Bakery, American, Seafood",83,4.0
580,Punjab Grill,Eau Claire,"Pizza, French, Mexican, Bakery, Seafood",100,4.9
581,Tamba,Kotzebue,"Tea, Mediterranean, Desserts",77,4.7
582,P.F. Chang's,Chattanooga,"Cafe, Bakery, BBQ, Seafood",33,4.2
583,The Cheesecake Factory,Hyannis,"Desserts, Tea, Pizza, Mexican, Seafood",96,4.6
584,The Farm,Lihue,"Tea, Mexican, Fast Food, Mediterranean, Seafood",85,3.9
585,Maharaja Bhog,Pittsburgh,"Cafe, Pizza",52,4.1
586,Rasoi Ghar,Dillingham,"Pizza, BBQ, Mediterranean, Fast Food",43,4.3
587,Barbeque Nation,Sarasota,"Desserts, BBQ, Fast Food, Chinese, Seafood",27,4.5
588,Farzi Cafe,Yuma,"Mexican, Desserts, Seafood",32,4.5
589,AB's Absolute Barbecues,Devils Lake,"Cafe, Mexican, Seafood",80,4.9
590,Carnival By Tresind,Gainesville,"Tea, Chinese, Pizza, Mediterranean",67,4.9
591,AB's Absolute Barbecues,Miami,"Desserts, Tea, Pizza, Italian, Fast Food, American",55,4.8
592,Hard Rock Cafe,Atlantic City,"Desserts, Cafe, BBQ, Chinese, Seafood",44,4.5
593,The Coffee Club,Shreveport,"Tea, Bakery, Fast Food, American, Seafood",36,4.5
594,SALT,Gunnison,"Tea, Chinese, BBQ",44,4.3
595,Din Tai Fung,Devils Lake,"Desserts, Pizza, Bakery, Fast Food, Indian",100,4.3
596,SpiceKlub,Great Falls,"Tea, Pizza, Indian, Fast Food, Cafe, American",76,4.4
597,Tresind - Nassima Royal Hotel,Baltimore,"Cafe, Pizza, American, Desserts",67,4.9
598,Grand Barbeque Buffet Restaurant,Lubbock,"Tea, French, Fast Food, Cafe, Seafood",20,4.4
599,Red Lobster,Plattsburgh,"Desserts, Pizza, French, Bakery, Seafood",38,3.2
600,The Cheesecake Factory,Trenton,"Desserts, Fast Food",36,4.7
601,Parker's,Gainesville,"Desserts, Tea, Italian, French, Bakery, BBQ",74,4.3
602,Applebee's,Mission,"Tea, French, Cafe, Seafood",34,3.7
603,Grub Shack,Cheyenne,"Desserts, French, BBQ, Bakery, Chinese",55,4.3
604,Kamat,Manhattan,"French, Pizza, Indian, Seafood",64,3.9
605,Vadakkan Pepper,Asheville,"Pizza, Italian, Bakery, BBQ, Fast Food, Mediterranean",71,3.8
606,Gazebo,Christiansted,"Tea, Chinese, Desserts, Seafood",55,4.1
607,Katis Restaurant,Ogden,"Fast Food, Cafe, Desserts, Seafood",86,4.3
608,Zaroob,Bozeman,"Desserts, Tea, French, BBQ, Bakery, Indian",67,3.9
609,Derby,Colorado Springs,"Desserts, Fast Food",67,4.1
610,Nayaab Haandi,Portsmouth,"Cafe, Desserts",92,4.1
611,Najmat Lahore Restaurant,San Luis Obispo,"Seafood, American, BBQ, Italian",36,4.2
612,Saffron,Atlanta,"Tea, Cafe, Fast Food, Seafood",39,4.1
613,Pizza Hut,Concord,"Desserts, Pizza, French, Bakery, Cafe",38,2.4
614,Al Mukhtar Bakery,Fort Myers,"BBQ, Tea, American, Desserts",54,4.2
615,Aroos Damascus,Pellston,"Desserts, Tea, Italian, Cafe, American",44,4.2
