origin,destination,cost,duration,distance
Devils Lake,Denver,,14 hours 14 mins,"1,553 km"
Alamosa,Devils Lake,,17 hours 19 mins,"1,821 km"
Alamosa,Grand Junction,,4 hours 29 mins,396 km
Alamosa,Durango,,2 hours 53 mins,240 km
Alamosa,Colorado Springs,,2 hours 36 mins,263 km
Alamosa,Gunnison,,2 hours 11 mins,197 km
Alamosa,Denver,,3 hours 38 mins,377 km
Grand Junction,Devils Lake,,17 hours 45 mins,"1,949 km"
Grand Junction,Alamosa,,4 hours 37 mins,397 km
Grand Junction,Durango,,3 hours 33 mins,269 km
Grand Junction,Colorado Springs,,4 hours 46 mins,498 km
Grand Junction,Gunnison,,2 hours 27 mins,200 km
Grand Junction,Denver,,3 hours 51 mins,391 km
Durango,Devils Lake,,19 hours 56 mins,"2,100 km"
Durango,Alamosa,,2 hours 52 mins,240 km
Durango,Grand Junction,,3 hours 30 mins,269 km
Durango,Colorado Springs,,5 hours 27 mins,504 km
Durango,Gunnison,,3 hours 47 mins,275 km
Durango,Denver,,6 hours 3 mins,542 km
Colorado Springs,Devils Lake,,15 hours 3 mins,"1,676 km"
Colorado Springs,Alamosa,,2 hours 37 mins,266 km
Colorado Springs,Grand Junction,,4 hours 48 mins,500 km
Colorado Springs,Durango,,5 hours 29 mins,506 km
Colorado Springs,Gunnison,,3 hours 12 mins,276 km
Colorado Springs,Denver,,1 hour 9 mins,113 km
Gunnison,Devils Lake,,17 hours 30 mins,"1,881 km"
Gunnison,Alamosa,,2 hours 12 mins,197 km
Gunnison,Grand Junction,,2 hours 20 mins,200 km
Gunnison,Durango,,3 hours 43 mins,275 km
Gunnison,Colorado Springs,,3 hours 10 mins,276 km
Gunnison,Denver,,3 hours 37 mins,323 km
Denver,Devils Lake,,14 hours 11 mins,"1,566 km"
Denver,Alamosa,,3 hours 40 mins,377 km
Denver,Grand Junction,,3 hours 54 mins,392 km
Denver,Durango,,6 hours 5 mins,542 km
Denver,Colorado Springs,,1 hour 11 mins,114 km
Denver,Gunnison,,3 hours 39 mins,323 km
Tulsa,Abilene,,5 hours 45 mins,636 km
Tulsa,Amarillo,,5 hours 15 mins,588 km
Tulsa,Harlingen,,11 hours 35 mins,"1,251 km"
Tulsa,Lubbock,,6 hours 38 mins,727 km
Tulsa,College Station,,6 hours 45 mins,702 km
Tulsa,Corpus Christi,,9 hours 57 mins,"1,075 km"
Tulsa,Wichita Falls,,3 hours 31 mins,392 km
Tulsa,Waco,,5 hours 30 mins,569 km
Tulsa,San Angelo,,7 hours 0 mins,770 km
Tulsa,Houston,,7 hours 26 mins,795 km
Tulsa,San Antonio,,8 hours 6 mins,854 km
Tulsa,Del Rio,,9 hours 25 mins,"1,023 km"
Tulsa,Mission,,,
Tulsa,Beaumont,,,
Tulsa,Longview,,4 hours 43 mins,459 km
Tulsa,Midland,,7 hours 36 mins,837 km
Tulsa,El Paso,,11 hours 51 mins,"1,286 km"
Tulsa,Brownsville,,11 hours 57 mins,"1,290 km"
Tulsa,Austin,,6 hours 54 mins,727 km
Tulsa,Dallas,,4 hours 6 mins,414 km
Tulsa,Killeen,,6 hours 18 mins,662 km
Tulsa,Laredo,,10 hours 22 mins,"1,104 km"
Tulsa,Texarkana,,4 hours 26 mins,440 km
Abilene,Tulsa,,5 hours 46 mins,637 km
Abilene,Killeen,,2 hours 57 mins,285 km
Amarillo,Tulsa,,5 hours 16 mins,587 km
Amarillo,Killeen,,6 hours 58 mins,734 km
Harlingen,Tulsa,,11 hours 31 mins,"1,251 km"
Harlingen,Killeen,,5 hours 46 mins,632 km
Lubbock,Tulsa,,6 hours 36 mins,726 km
Lubbock,Killeen,,5 hours 15 mins,537 km
College Station,Tulsa,,6 hours 44 mins,702 km
College Station,Killeen,,1 hour 50 mins,176 km
Corpus Christi,Tulsa,,9 hours 55 mins,"1,075 km"
Corpus Christi,Killeen,,4 hours 10 mins,456 km
Wichita Falls,Tulsa,,3 hours 31 mins,392 km
Wichita Falls,Killeen,,3 hours 50 mins,421 km
Waco,Tulsa,,5 hours 31 mins,566 km
Waco,Killeen,,1 hour 0 mins,98.5 km
San Angelo,Tulsa,,7 hours 0 mins,770 km
San Angelo,Killeen,,2 hours 56 mins,293 km
Houston,Tulsa,,7 hours 26 mins,796 km
Houston,Killeen,,3 hours 9 mins,326 km
San Antonio,Tulsa,,8 hours 6 mins,854 km
San Antonio,Killeen,,2 hours 21 mins,235 km
Del Rio,Tulsa,,9 hours 24 mins,"1,023 km"
Del Rio,Killeen,,4 hours 36 mins,452 km
Mission,Tulsa,,,
Mission,Killeen,,,
Beaumont,Tulsa,,,
Beaumont,Killeen,,,
Longview,Tulsa,,4 hours 44 mins,459 km
Longview,Killeen,,3 hours 46 mins,379 km
Midland,Tulsa,,7 hours 36 mins,839 km
Midland,Killeen,,4 hours 37 mins,480 km
El Paso,Tulsa,,11 hours 49 mins,"1,284 km"
El Paso,Killeen,,8 hours 29 mins,920 km
Brownsville,Tulsa,,11 hours 55 mins,"1,291 km"
Brownsville,Killeen,,6 hours 10 mins,672 km
Austin,Tulsa,,6 hours 55 mins,728 km
Austin,Killeen,,1 hour 10 mins,109 km
Dallas,Tulsa,,4 hours 8 mins,416 km
Dallas,Killeen,,2 hours 17 mins,248 km
Killeen,Tulsa,,6 hours 20 mins,663 km
Killeen,Abilene,,2 hours 56 mins,285 km
Killeen,Amarillo,,6 hours 58 mins,719 km
Killeen,Harlingen,,5 hours 51 mins,632 km
Killeen,Lubbock,,5 hours 19 mins,536 km
Killeen,College Station,,1 hour 50 mins,170 km
Killeen,Corpus Christi,,4 hours 13 mins,457 km
Killeen,Wichita Falls,,3 hours 48 mins,422 km
Killeen,Waco,,1 hour 1 min,98.6 km
Killeen,San Angelo,,2 hours 57 mins,296 km
Killeen,Houston,,3 hours 8 mins,306 km
Killeen,San Antonio,,2 hours 21 mins,235 km
Killeen,Del Rio,,4 hours 37 mins,452 km
Killeen,Mission,,,
Killeen,Beaumont,,,
Killeen,Longview,,3 hours 47 mins,379 km
Killeen,Midland,,4 hours 38 mins,477 km
Killeen,El Paso,,8 hours 29 mins,920 km
Killeen,Brownsville,,6 hours 12 mins,671 km
Killeen,Austin,,1 hour 10 mins,108 km
Killeen,Dallas,,2 hours 18 mins,249 km
Killeen,Laredo,,4 hours 38 mins,486 km
Killeen,Texarkana,,4 hours 54 mins,535 km
Laredo,Tulsa,,10 hours 24 mins,"1,105 km"
Laredo,Killeen,,4 hours 39 mins,486 km
Texarkana,Tulsa,,4 hours 28 mins,447 km
Texarkana,Killeen,,4 hours 54 mins,537 km
Sault Ste. Marie,Pellston,,1 hour 16 mins,122 km
Sault Ste. Marie,Traverse City,,3 hours 0 mins,282 km
Sault Ste. Marie,Alpena,,2 hours 39 mins,247 km
Sault Ste. Marie,Iron Mountain,,,
Sault Ste. Marie,Kalamazoo,,5 hours 5 mins,556 km
Sault Ste. Marie,Saginaw,,3 hours 32 mins,400 km
Sault Ste. Marie,Grand Rapids,,4 hours 22 mins,476 km
Sault Ste. Marie,Lansing,,4 hours 6 mins,464 km
Sault Ste. Marie,Muskegon,,4 hours 47 mins,499 km
Sault Ste. Marie,Hancock,,,
Sault Ste. Marie,Detroit,,4 hours 56 mins,560 km
Sault Ste. Marie,Escanaba,,2 hours 59 mins,282 km
Pellston,Sault Ste. Marie,,1 hour 17 mins,123 km
Pellston,Traverse City,,1 hour 49 mins,137 km
Pellston,Alpena,,1 hour 43 mins,157 km
Pellston,Iron Mountain,,,
Pellston,Kalamazoo,,4 hours 4 mins,407 km
Pellston,Saginaw,,2 hours 31 mins,292 km
Pellston,Grand Rapids,,3 hours 21 mins,327 km
Pellston,Lansing,,3 hours 4 mins,357 km
Pellston,Muskegon,,3 hours 46 mins,349 km
Pellston,Hancock,,,
Pellston,Detroit,,3 hours 55 mins,452 km
Pellston,Escanaba,,2 hours 45 mins,263 km
Traverse City,Sault Ste. Marie,,3 hours 2 mins,283 km
Traverse City,Pellston,,1 hour 51 mins,137 km
Traverse City,Alpena,,2 hours 29 mins,204 km
Traverse City,Iron Mountain,,,
Traverse City,Kalamazoo,,2 hours 59 mins,312 km
Traverse City,Saginaw,,2 hours 32 mins,251 km
Traverse City,Grand Rapids,,2 hours 17 mins,232 km
Traverse City,Lansing,,2 hours 57 mins,296 km
Traverse City,Muskegon,,2 hours 34 mins,212 km
Traverse City,Hancock,,,
Traverse City,Detroit,,3 hours 56 mins,411 km
Traverse City,Escanaba,,4 hours 30 mins,423 km
Alpena,Sault Ste. Marie,,2 hours 39 mins,247 km
Alpena,Pellston,,1 hour 42 mins,156 km
Alpena,Traverse City,,2 hours 27 mins,204 km
Alpena,Iron Mountain,,,
Alpena,Kalamazoo,,4 hours 33 mins,464 km
Alpena,Saginaw,,2 hours 29 mins,238 km
Alpena,Grand Rapids,,3 hours 50 mins,384 km
Alpena,Lansing,,3 hours 34 mins,372 km
Alpena,Muskegon,,4 hours 15 mins,406 km
Alpena,Hancock,,,
Alpena,Detroit,,3 hours 52 mins,398 km
Alpena,Escanaba,,4 hours 7 mins,387 km
Iron Mountain,Sault Ste. Marie,,,
Iron Mountain,Pellston,,,
Iron Mountain,Traverse City,,,
Iron Mountain,Alpena,,,
Iron Mountain,Kalamazoo,,,
Iron Mountain,Saginaw,,,
Iron Mountain,Grand Rapids,,,
Iron Mountain,Lansing,,,
Iron Mountain,Muskegon,,,
Iron Mountain,Hancock,,,
Iron Mountain,Detroit,,,
Iron Mountain,Escanaba,,,
Kalamazoo,Sault Ste. Marie,,5 hours 5 mins,556 km
Kalamazoo,Pellston,,4 hours 3 mins,407 km
Kalamazoo,Traverse City,,2 hours 57 mins,310 km
Kalamazoo,Alpena,,4 hours 36 mins,465 km
Kalamazoo,Iron Mountain,,,
Kalamazoo,Saginaw,,2 hours 27 mins,241 km
Kalamazoo,Grand Rapids,,49 mins,81.3 km
Kalamazoo,Lansing,,1 hour 17 mins,121 km
Kalamazoo,Muskegon,,1 hour 24 mins,147 km
Kalamazoo,Hancock,,,
Kalamazoo,Detroit,,2 hours 10 mins,225 km
Kalamazoo,Escanaba,,6 hours 33 mins,696 km
Saginaw,Sault Ste. Marie,,3 hours 34 mins,400 km
Saginaw,Pellston,,2 hours 32 mins,293 km
Saginaw,Traverse City,,2 hours 32 mins,252 km
Saginaw,Alpena,,2 hours 31 mins,241 km
Saginaw,Iron Mountain,,,
Saginaw,Kalamazoo,,2 hours 24 mins,239 km
Saginaw,Grand Rapids,,2 hours 4 mins,212 km
Saginaw,Lansing,,1 hour 15 mins,121 km
Saginaw,Muskegon,,2 hours 33 mins,207 km
Saginaw,Hancock,,,
Saginaw,Detroit,,1 hour 34 mins,165 km
Saginaw,Escanaba,,5 hours 2 mins,541 km
Grand Rapids,Sault Ste. Marie,,4 hours 21 mins,476 km
Grand Rapids,Pellston,,3 hours 19 mins,327 km
Grand Rapids,Traverse City,,2 hours 13 mins,230 km
Grand Rapids,Alpena,,3 hours 52 mins,385 km
Grand Rapids,Iron Mountain,,,
Grand Rapids,Kalamazoo,,48 mins,81.3 km
Grand Rapids,Saginaw,,2 hours 4 mins,214 km
Grand Rapids,Lansing,,1 hour 1 min,110 km
Grand Rapids,Muskegon,,41 mins,67.0 km
Grand Rapids,Hancock,,,
Grand Rapids,Detroit,,2 hours 20 mins,253 km
Grand Rapids,Escanaba,,5 hours 49 mins,616 km
Lansing,Sault Ste. Marie,,4 hours 7 mins,464 km
Lansing,Pellston,,3 hours 5 mins,357 km
Lansing,Traverse City,,2 hours 55 mins,294 km
Lansing,Alpena,,3 hours 36 mins,372 km
Lansing,Iron Mountain,,,
Lansing,Kalamazoo,,1 hour 17 mins,122 km
Lansing,Saginaw,,1 hour 17 mins,121 km
Lansing,Grand Rapids,,1 hour 3 mins,109 km
Lansing,Muskegon,,1 hour 36 mins,172 km
Lansing,Hancock,,,
Lansing,Detroit,,1 hour 24 mins,145 km
Lansing,Escanaba,,5 hours 35 mins,605 km
Muskegon,Sault Ste. Marie,,4 hours 47 mins,498 km
Muskegon,Pellston,,3 hours 45 mins,350 km
Muskegon,Traverse City,,2 hours 32 mins,210 km
Muskegon,Alpena,,4 hours 18 mins,408 km
Muskegon,Iron Mountain,,,
Muskegon,Kalamazoo,,1 hour 24 mins,147 km
Muskegon,Saginaw,,2 hours 33 mins,207 km
Muskegon,Grand Rapids,,42 mins,67.5 km
Muskegon,Lansing,,1 hour 36 mins,174 km
Muskegon,Hancock,,,
Muskegon,Detroit,,2 hours 54 mins,317 km
Muskegon,Escanaba,,6 hours 15 mins,639 km
Hancock,Sault Ste. Marie,,,
Hancock,Pellston,,,
Hancock,Traverse City,,,
Hancock,Alpena,,,
Hancock,Iron Mountain,,,
Hancock,Kalamazoo,,,
Hancock,Saginaw,,,
Hancock,Grand Rapids,,,
Hancock,Lansing,,,
Hancock,Muskegon,,,
Hancock,Detroit,,,
Hancock,Escanaba,,,
Detroit,Sault Ste. Marie,,4 hours 55 mins,559 km
Detroit,Pellston,,3 hours 53 mins,452 km
Detroit,Traverse City,,3 hours 53 mins,411 km
Detroit,Alpena,,3 hours 52 mins,400 km
Detroit,Iron Mountain,,,
Detroit,Kalamazoo,,2 hours 13 mins,226 km
Detroit,Saginaw,,1 hour 34 mins,165 km
Detroit,Grand Rapids,,2 hours 22 mins,254 km
Detroit,Lansing,,1 hour 24 mins,146 km
Detroit,Muskegon,,2 hours 55 mins,317 km
Detroit,Hancock,,,
Detroit,Escanaba,,6 hours 23 mins,700 km
Escanaba,Sault Ste. Marie,,2 hours 58 mins,282 km
Escanaba,Pellston,,2 hours 43 mins,262 km
Escanaba,Traverse City,,4 hours 27 mins,422 km
Escanaba,Alpena,,4 hours 6 mins,387 km
Escanaba,Iron Mountain,,,
Escanaba,Kalamazoo,,6 hours 32 mins,696 km
Escanaba,Saginaw,,5 hours 0 mins,540 km
Escanaba,Grand Rapids,,5 hours 50 mins,616 km
Escanaba,Lansing,,5 hours 33 mins,604 km
Escanaba,Muskegon,,6 hours 14 mins,639 km
Escanaba,Hancock,,,
Escanaba,Detroit,,6 hours 23 mins,700 km
Honolulu,Abilene,,,
Honolulu,Amarillo,,,
Honolulu,Harlingen,,,
Honolulu,Lubbock,,,
Honolulu,College Station,,,
Honolulu,Corpus Christi,,,
Honolulu,Wichita Falls,,,
Honolulu,Waco,,,
Honolulu,San Angelo,,,
Honolulu,Houston,,,
Honolulu,San Antonio,,,
Honolulu,Del Rio,,,
Honolulu,Mission,,,
Honolulu,Beaumont,,,
Honolulu,Longview,,,
Honolulu,Midland,,,
Honolulu,El Paso,,,
Honolulu,Brownsville,,,
Honolulu,Austin,,,
Honolulu,Dallas,,,
Honolulu,Killeen,,,
Honolulu,Laredo,,,
Honolulu,Texarkana,,,
Abilene,Honolulu,,,
Amarillo,Honolulu,,,
Harlingen,Honolulu,,,
Lubbock,Honolulu,,,
College Station,Honolulu,,,
Corpus Christi,Honolulu,,,
Wichita Falls,Honolulu,,,
Waco,Honolulu,,,
San Angelo,Honolulu,,,
Houston,Honolulu,,,
San Antonio,Honolulu,,,
Del Rio,Honolulu,,,
Mission,Honolulu,,,
Beaumont,Honolulu,,,
Longview,Honolulu,,,
Midland,Honolulu,,,
El Paso,Honolulu,,,
Brownsville,Honolulu,,,
Austin,Honolulu,,,
Dallas,Honolulu,,,
Killeen,Honolulu,,,
Laredo,Honolulu,,,
Texarkana,Honolulu,,,
Tucson,Moline,,23 hours 42 mins,"2,508 km"
Tucson,Belleville,,21 hours 34 mins,"2,355 km"
Tucson,Bloomington,,1 day 1 hour,"2,692 km"
Tucson,Champaign,,23 hours 51 mins,"2,617 km"
Tucson,Chicago,,1 day 2 hours,"2,804 km"
Tucson,Rockford,,1 day 1 hour,"2,696 km"
Tucson,Peoria,,23 hours 39 mins,"2,597 km"
Moline,Tucson,,23 hours 42 mins,"2,521 km"
Belleville,Tucson,,21 hours 34 mins,"2,367 km"
Bloomington,Tucson,,1 day 1 hour,"2,699 km"
Champaign,Tucson,,23 hours 51 mins,"2,629 km"
Chicago,Tucson,,1 day 2 hours,"2,815 km"
Rockford,Tucson,,1 day 1 hour,"2,810 km"
Peoria,Tucson,,23 hours 38 mins,"2,608 km"
Salt Lake City,Twin Falls,,3 hours 13 mins,351 km
Twin Falls,Salt Lake City,,3 hours 14 mins,351 km
Atlanta,Charleston,,4 hours 45 mins,491 km
Atlanta,Hilton Head,,4 hours 11 mins,452 km
Atlanta,Greer,,2 hours 29 mins,256 km
Atlanta,Greenville,,2 hours 16 mins,234 km
Atlanta,Myrtle Beach,,5 hours 37 mins,582 km
Charleston,Atlanta,,4 hours 46 mins,481 km
Charleston,Hilton Head,,2 hours 2 mins,158 km
Charleston,Greer,,3 hours 23 mins,349 km
Charleston,Greenville,,3 hours 15 mins,343 km
Charleston,Myrtle Beach,,2 hours 6 mins,158 km
Hilton Head,Atlanta,,4 hours 12 mins,451 km
Hilton Head,Charleston,,2 hours 0 mins,157 km
Hilton Head,Greer,,3 hours 59 mins,410 km
Hilton Head,Greenville,,3 hours 51 mins,404 km
Hilton Head,Myrtle Beach,,3 hours 46 mins,355 km
Greer,Atlanta,,2 hours 29 mins,256 km
Greer,Charleston,,3 hours 21 mins,349 km
Greer,Hilton Head,,3 hours 57 mins,410 km
Greer,Greenville,,22 mins,26.4 km
Greer,Myrtle Beach,,4 hours 11 mins,411 km
Greenville,Atlanta,,2 hours 16 mins,234 km
Greenville,Charleston,,3 hours 13 mins,343 km
Greenville,Hilton Head,,3 hours 50 mins,404 km
Greenville,Greer,,24 mins,19.3 km
Greenville,Myrtle Beach,,4 hours 4 mins,405 km
Myrtle Beach,Atlanta,,5 hours 36 mins,583 km
Myrtle Beach,Charleston,,2 hours 9 mins,158 km
Myrtle Beach,Hilton Head,,3 hours 46 mins,356 km
Myrtle Beach,Greer,,4 hours 12 mins,411 km
Myrtle Beach,Greenville,,4 hours 4 mins,405 km
Daytona Beach,Greensboro,,8 hours 5 mins,877 km
Daytona Beach,Wilmington,,7 hours 40 mins,844 km
Daytona Beach,New Bern,,8 hours 55 mins,979 km
Daytona Beach,Charlotte,,6 hours 55 mins,759 km
Daytona Beach,Raleigh,,7 hours 52 mins,872 km
Daytona Beach,Asheville,,7 hours 50 mins,854 km
Daytona Beach,Fayetteville,,6 hours 58 mins,776 km
Greensboro,Daytona Beach,,8 hours 9 mins,875 km
Greensboro,Wilmington,,3 hours 4 mins,330 km
Greensboro,New Bern,,3 hours 3 mins,309 km
Greensboro,Charlotte,,1 hour 28 mins,149 km
Greensboro,Raleigh,,1 hour 20 mins,124 km
Greensboro,Asheville,,2 hours 40 mins,278 km
Greensboro,Fayetteville,,1 hour 43 mins,152 km
Wilmington,Daytona Beach,,7 hours 44 mins,857 km
Wilmington,Greensboro,,3 hours 4 mins,331 km
Wilmington,New Bern,,1 hour 45 mins,152 km
Wilmington,Charlotte,,3 hours 24 mins,324 km
Wilmington,Raleigh,,1 hour 55 mins,206 km
Wilmington,Asheville,,5 hours 19 mins,541 km
Wilmington,Fayetteville,,1 hour 43 mins,149 km
New Bern,Daytona Beach,,8 hours 59 mins,990 km
New Bern,Greensboro,,3 hours 3 mins,308 km
New Bern,Wilmington,,1 hour 47 mins,153 km
New Bern,Charlotte,,4 hours 19 mins,454 km
New Bern,Raleigh,,1 hour 55 mins,184 km
New Bern,Asheville,,5 hours 32 mins,583 km
New Bern,Fayetteville,,2 hours 8 mins,209 km
Charlotte,Daytona Beach,,6 hours 56 mins,770 km
Charlotte,Greensboro,,1 hour 27 mins,148 km
Charlotte,Wilmington,,3 hours 24 mins,323 km
Charlotte,New Bern,,4 hours 19 mins,453 km
Charlotte,Raleigh,,2 hours 36 mins,267 km
Charlotte,Asheville,,2 hours 7 mins,209 km
Charlotte,Fayetteville,,2 hours 40 mins,223 km
Raleigh,Daytona Beach,,7 hours 56 mins,885 km
Raleigh,Greensboro,,1 hour 19 mins,124 km
Raleigh,Wilmington,,1 hour 57 mins,208 km
Raleigh,New Bern,,1 hour 57 mins,187 km
Raleigh,Charlotte,,2 hours 34 mins,269 km
Raleigh,Asheville,,3 hours 47 mins,398 km
Raleigh,Fayetteville,,1 hour 5 mins,104 km
Asheville,Daytona Beach,,7 hours 51 mins,865 km
Asheville,Greensboro,,2 hours 39 mins,278 km
Asheville,Wilmington,,5 hours 18 mins,539 km
Asheville,New Bern,,5 hours 32 mins,583 km
Asheville,Charlotte,,2 hours 7 mins,209 km
Asheville,Raleigh,,3 hours 49 mins,398 km
Asheville,Fayetteville,,4 hours 9 mins,423 km
Fayetteville,Daytona Beach,,7 hours 1 min,786 km
Fayetteville,Greensboro,,1 hour 44 mins,152 km
Fayetteville,Wilmington,,1 hour 44 mins,149 km
Fayetteville,New Bern,,2 hours 8 mins,209 km
Fayetteville,Charlotte,,2 hours 40 mins,223 km
Fayetteville,Raleigh,,1 hour 4 mins,102 km
Fayetteville,Asheville,,4 hours 10 mins,424 km
Seattle,Hilo,,,
Seattle,Kahului,,,
Seattle,Kona,,,
Seattle,Lihue,,,
Seattle,Honolulu,,,
Hilo,Seattle,,,
Hilo,Kahului,,,
Hilo,Kona,,1 hour 31 mins,125 km
Hilo,Lihue,,,
Hilo,Honolulu,,,
Kahului,Seattle,,,
Kahului,Hilo,,,
Kahului,Kona,,,
Kahului,Lihue,,,
Kahului,Honolulu,,,
Kona,Seattle,,,
Kona,Hilo,,1 hour 31 mins,125 km
Kona,Kahului,,,
Kona,Lihue,,,
Kona,Honolulu,,,
Lihue,Seattle,,,
Lihue,Hilo,,,
Lihue,Kahului,,,
Lihue,Kona,,,
Lihue,Honolulu,,,
Honolulu,Seattle,,,
Honolulu,Hilo,,,
Honolulu,Kahului,,,
Honolulu,Kona,,,
Honolulu,Lihue,,,
Roanoke,State College,,5 hours 30 mins,543 km
Roanoke,Johnstown,,5 hours 4 mins,485 km
Roanoke,Harrisburg,,4 hours 27 mins,474 km
Roanoke,Erie,,7 hours 26 mins,741 km
Roanoke,Pittsburgh,,5 hours 42 mins,546 km
Roanoke,Latrobe,,5 hours 27 mins,518 km
Roanoke,Philadelphia,,5 hours 49 mins,611 km
Roanoke,Lewisburg,,5 hours 26 mins,561 km
Roanoke,Scranton,,6 hours 14 mins,662 km
State College,Roanoke,,5 hours 27 mins,550 km
State College,Johnstown,,1 hour 29 mins,137 km
State College,Harrisburg,,1 hour 32 mins,138 km
State College,Erie,,3 hours 22 mins,342 km
State College,Pittsburgh,,2 hours 29 mins,225 km
State College,Latrobe,,1 hour 55 mins,183 km
State College,Philadelphia,,3 hours 11 mins,308 km
State College,Lewisburg,,1 hour 12 mins,115 km
State College,Scranton,,2 hours 22 mins,241 km
Johnstown,Roanoke,,5 hours 1 min,485 km
Johnstown,State College,,1 hour 29 mins,131 km
Johnstown,Harrisburg,,2 hours 25 mins,222 km
Johnstown,Erie,,3 hours 2 mins,283 km
Johnstown,Pittsburgh,,1 hour 25 mins,105 km
Johnstown,Latrobe,,48 mins,53.3 km
Johnstown,Philadelphia,,3 hours 54 mins,384 km
Johnstown,Lewisburg,,2 hours 25 mins,241 km
Johnstown,Scranton,,3 hours 35 mins,367 km
Harrisburg,Roanoke,,4 hours 28 mins,474 km
Harrisburg,State College,,1 hour 31 mins,139 km
Harrisburg,Johnstown,,2 hours 24 mins,221 km
Harrisburg,Erie,,4 hours 40 mins,476 km
Harrisburg,Pittsburgh,,3 hours 16 mins,327 km
Harrisburg,Latrobe,,2 hours 51 mins,252 km
Harrisburg,Philadelphia,,1 hour 48 mins,171 km
Harrisburg,Lewisburg,,1 hour 10 mins,98.1 km
Harrisburg,Scranton,,1 hour 58 mins,195 km
Erie,Roanoke,,7 hours 27 mins,740 km
Erie,State College,,3 hours 25 mins,337 km
Erie,Johnstown,,3 hours 4 mins,282 km
Erie,Harrisburg,,4 hours 43 mins,477 km
Erie,Pittsburgh,,1 hour 57 mins,206 km
Erie,Latrobe,,2 hours 39 mins,262 km
Erie,Philadelphia,,6 hours 22 mins,678 km
Erie,Lewisburg,,4 hours 1 min,430 km
Erie,Scranton,,4 hours 58 mins,518 km
Pittsburgh,Roanoke,,5 hours 40 mins,546 km
Pittsburgh,State College,,2 hours 29 mins,219 km
Pittsburgh,Johnstown,,1 hour 24 mins,108 km
Pittsburgh,Harrisburg,,3 hours 17 mins,328 km
Pittsburgh,Erie,,1 hour 55 mins,206 km
Pittsburgh,Latrobe,,53 mins,64.2 km
Pittsburgh,Philadelphia,,4 hours 46 mins,490 km
Pittsburgh,Lewisburg,,3 hours 25 mins,330 km
Pittsburgh,Scranton,,4 hours 35 mins,455 km
Latrobe,Roanoke,,5 hours 25 mins,507 km
Latrobe,State College,,1 hour 57 mins,174 km
Latrobe,Johnstown,,51 mins,51.2 km
Latrobe,Harrisburg,,2 hours 56 mins,251 km
Latrobe,Erie,,2 hours 41 mins,264 km
Latrobe,Pittsburgh,,55 mins,64.3 km
Latrobe,Philadelphia,,4 hours 25 mins,413 km
Latrobe,Lewisburg,,2 hours 53 mins,284 km
Latrobe,Scranton,,4 hours 3 mins,410 km
Philadelphia,Roanoke,,5 hours 48 mins,610 km
Philadelphia,State College,,3 hours 12 mins,309 km
Philadelphia,Johnstown,,3 hours 56 mins,384 km
Philadelphia,Harrisburg,,1 hour 51 mins,172 km
Philadelphia,Erie,,6 hours 21 mins,646 km
Philadelphia,Pittsburgh,,4 hours 48 mins,491 km
Philadelphia,Latrobe,,4 hours 23 mins,416 km
Philadelphia,Lewisburg,,2 hours 41 mins,261 km
Philadelphia,Scranton,,2 hours 5 mins,200 km
Lewisburg,Roanoke,,5 hours 26 mins,560 km
Lewisburg,State College,,1 hour 16 mins,89.0 km
Lewisburg,Johnstown,,2 hours 26 mins,242 km
Lewisburg,Harrisburg,,1 hour 11 mins,99.2 km
Lewisburg,Erie,,3 hours 59 mins,429 km
Lewisburg,Pittsburgh,,3 hours 26 mins,330 km
Lewisburg,Latrobe,,2 hours 53 mins,288 km
Lewisburg,Philadelphia,,2 hours 38 mins,260 km
Lewisburg,Scranton,,1 hour 27 mins,138 km
Scranton,Roanoke,,6 hours 12 mins,661 km
Scranton,State College,,2 hours 24 mins,241 km
Scranton,Johnstown,,3 hours 36 mins,367 km
Scranton,Harrisburg,,1 hour 57 mins,195 km
Scranton,Erie,,4 hours 58 mins,519 km
Scranton,Pittsburgh,,4 hours 36 mins,454 km
Scranton,Latrobe,,4 hours 3 mins,413 km
Scranton,Philadelphia,,2 hours 4 mins,201 km
Scranton,Lewisburg,,1 hour 28 mins,139 km
Arcata,Alamosa,,22 hours 7 mins,"2,217 km"
Arcata,Grand Junction,,17 hours 36 mins,"1,823 km"
Arcata,Durango,,19 hours 39 mins,"1,997 km"
Arcata,Colorado Springs,,21 hours 57 mins,"2,314 km"
Arcata,Gunnison,,19 hours 57 mins,"2,020 km"
Arcata,Denver,,20 hours 59 mins,"2,202 km"
Alamosa,Arcata,,22 hours 4 mins,"2,139 km"
Grand Junction,Arcata,,17 hours 40 mins,"1,745 km"
Durango,Arcata,,19 hours 39 mins,"1,918 km"
Colorado Springs,Arcata,,22 hours 1 min,"2,310 km"
Gunnison,Arcata,,19 hours 54 mins,"1,942 km"
Denver,Arcata,,21 hours 6 mins,"2,202 km"
Minneapolis,Sarasota,,23 hours 32 mins,"2,631 km"
Minneapolis,Fort Myers,,1 day 0 hours,"2,737 km"
Minneapolis,Gainesville,,21 hours 9 mins,"2,347 km"
Minneapolis,Orlando,,22 hours 33 mins,"2,519 km"
Minneapolis,Daytona Beach,,22 hours 37 mins,"2,519 km"
Minneapolis,Jacksonville,,21 hours 14 mins,"2,370 km"
