,NAME,room type,price,minimum nights,review rate number,house_rules,maximum occupancy,city
261,Amazing Central Park One Bedroom,Entire home/apt,330.0,3.0,5.0,No children under 10,3,Monroe
262,Sunlit Central Park Apartment,Entire home/apt,1144.0,6.0,3.0,No visitors,10,Aspen
263,Caribnb- Charming stay in a private 2 family home,Private room,357.0,2.0,1.0,No pets & No smoking,2,Cordova
264,"Sunny bedroom with balcony, Queens",Private room,524.0,1.0,4.0,No pets,2,Eau Claire
265,"Sixth Ave Chelsea, Studio Serviced Apartment",Entire home/apt,70.0,30.0,2.0,No visitors & No pets,3,Orlando
266,Great location-Newly updated-great new features,Entire home/apt,255.0,3.0,4.0,No pets,2,La Crosse
267,"Luxury 1BR in Times Square ""Urban Oasis""",Entire home/apt,383.0,4.0,5.0,,2,Richmond
268,Pleasant 1 bedroom apartment in Harlem Brownstone,Entire home/apt,500.0,1.0,3.0,No parties & No smoking,5,Burbank
269,Walking distance  to LaGuardia airport,Private room,854.0,1.0,1.0,No smoking & No visitors,2,Newburgh
270,"Beautiful, Newly Furnished, Luxury, Grand Central",Entire home/apt,210.0,30.0,4.0,No parties,2,State College
271,2 BEDROOM IN WILLIAMSBURG MINUTES FROM MANHATTAN,Entire home/apt,831.0,2.0,5.0,,3,Louisville
272,FLUSHING APT!! BEST DEAL IN NYC!!!,Entire home/apt,135.0,1.0,5.0,No smoking & No parties,2,San Juan
273,"Spacious, sunlit, homey bedroom in Wash. Heights",Private room,417.0,7.0,3.0,No smoking,2,Lansing
274,Large private room in heart of BK,Private room,892.0,2.0,3.0,No children under 10 & No smoking,1,Champaign
275,Brownstone apt in historic Brooklyn,Entire home/apt,139.0,2.0,1.0,No parties & No smoking & No pets,3,Montrose
276,Plant-filled 1 BD by Prospect Park,Entire home/apt,1100.0,1.0,2.0,No children under 10,8,Atlantic City
277,87st 204,Private room,921.0,30.0,3.0,No children under 10,2,Reno
278,Elegant Studio in the Heart of Harlem,Entire home/apt,371.0,30.0,1.0,No visitors,2,Charlotte Amalie
279,Cozy|  PRIVATE STUDIO | TIMES SQAURE,Entire home/apt,414.0,3.0,5.0,No parties & No visitors,3,Sioux Falls
280,Beautiful Home in the Heart of Greenpoint,Entire home/apt,718.0,4.0,4.0,,2,Baltimore
281,Lovely Bedroom in heart of East Village,Private room,115.0,2.0,2.0,,2,Gulfport
282,New York City Manhattan Midtown Convenient Place,Entire home/apt,795.0,1.0,2.0,No visitors & No parties & No children under 10,6,Jamestown
283,Sunny studio apt in heart of SoHo,Entire home/apt,97.0,20.0,2.0,No parties & No smoking,3,Garden City
284,"Sam and Mala""s Place",Entire home/apt,82.0,3.0,4.0,No visitors & No smoking,2,Mason City
285,The ocean view room size 12x14,Private room,709.0,5.0,2.0,No parties,1,Portland
286,Spacious 3BDR Prime Location!,Entire home/apt,1030.0,2.0,2.0,No smoking,9,Rockford
287,Spacious Cozy Private Room close to Central Park,Private room,916.0,1.0,4.0,No smoking,2,Springfield
288,Harlem Jazz (private bath),Private room,97.0,1.0,4.0,No smoking,2,Muskegon
289,Penthouse Apartment in Chelsea,Entire home/apt,412.0,2.0,1.0,No children under 10,3,Corpus Christi
290,Sunny Williamsburg w Balcony - Long Term Rental,Entire home/apt,874.0,15.0,2.0,No pets & No visitors & No parties,3,Ketchikan
291,Book it Vintage!,Private room,263.0,2.0,5.0,No smoking,2,Newburgh
292,Two Bedrooms in Bright Brooklyn Home,Private room,302.0,3.0,5.0,No pets,1,Grand Island
293,CHARMING ONE BEDROOM APT IN LES/CHINATOWN,Entire home/apt,430.0,4.0,1.0,No parties & No children under 10,4,Pensacola
294,New Private studio-apartment,Entire home/apt,256.0,1.0,4.0,,3,Boston
295,Williamsburg Hidden Gem,Entire home/apt,391.0,1.0,4.0,No visitors & No smoking,2,Charlottesville
296,Luxury building- 2BR/2BA in Chelsea,Entire home/apt,560.0,1.0,1.0,No pets & No parties & No visitors,4,Stillwater
297,LES East Village Spacious Getaway,Entire home/apt,659.0,4.0,1.0,No smoking & No visitors,5,Yakutat
298,Cozy Private Room,Private room,69.0,2.0,4.0,No children under 10 & No parties & No visitors,2,Decatur
299,Modern room in Williamsburg,Private room,515.0,1.0,4.0,No pets & No visitors,2,Provo
300,H. Potter theme place,Entire home/apt,85.0,10.0,1.0,No visitors,3,Kansas City
301,Beautiful Bedroom Near Barclays!,Private room,710.0,3.0,3.0,No smoking,2,Cody
302,"Immaculate townhouse in Clinton Hill, Brooklyn",Entire home/apt,655.0,3.0,5.0,,4,Bloomington
303,Comfortable Room near the center of Manhattan.,Private room,980.0,2.0,3.0,No pets & No smoking,2,Watertown
304,Lovely One bedroom apartment 20 min to Manhattan,Entire home/apt,186.0,4.0,3.0,No parties,2,New Orleans
305,"Entire PVT 3BR townhouse apt, Brooklyn.❤️❤️❤️❤️❤️",Entire home/apt,499.0,28.0,2.0,No children under 10,4,Palm Springs
306,Hostal: 1 full size mattress bottom floor bunk bed,Shared room,1053.0,4.0,5.0,No smoking & No pets,1,Saipan
307,Spotless Clean room private entrance  paid parking,Private room,492.0,2.0,1.0,No smoking,2,Kearney
308,Waterfront Private Bedroom & Private Bathroom.,Private room,508.0,2.0,3.0,No smoking,2,Eagle
309,Peace home in Bedford Stuyvesant Brooklyn,Private room,1068.0,3.0,3.0,,1,Reno
310,Cozy modern studio in heart of LES,Entire home/apt,699.0,2.0,5.0,No smoking,5,Rhinelander
311,1 Bedroom/1 Bath Apt in Hudson Yards/Midtown West,Entire home/apt,610.0,1.0,2.0,No parties & No pets,2,Belleville
312,COZY COOL ROOM IN MANHATTAN APT / Manhattan,Private room,241.0,1.0,3.0,No children under 10,2,Moab
313,Lovely & Sunny 2 Bedroom Home,Entire home/apt,73.0,1.0,3.0,No children under 10,3,Mission
314,Sunny in heart of Williamsburg,Entire home/apt,828.0,1.0,3.0,,3,Burlington
315,Backpackers Dream for 1 at The Funky Loft,Private room,244.0,3.0,4.0,No visitors,2,Worcester
316,Lovely 1 BD on the Upper West Side,Entire home/apt,854.0,1.0,4.0,No children under 10,3,Grand Junction
317,Super Great Williamsburg Apartment- Private Room,Private room,1172.0,1.0,5.0,No visitors & No smoking,1,Manchester
318,1 BR in Carroll Gardens Townhouse,Private room,397.0,2.0,4.0,No visitors & No smoking,1,Phoenix
319,"Brooklyn Room, Calm Spacious Oasis, Prospect Park",Private room,949.0,2.0,1.0,,1,Durango
320,Large sunny park slope apartment,Entire home/apt,82.0,1.0,5.0,No smoking & No parties & No pets,3,Colorado Springs
321,"Upper West / Morningside Heights Apt, Near Subway",Entire home/apt,290.0,3.0,3.0,No smoking,2,El Paso
322,Oversized Studio in the Heart of Midtown,Entire home/apt,505.0,2.0,2.0,No pets,5,Tyler
323,HUGE bedroom available in artsy Bushwick,Private room,696.0,1.0,3.0,No parties & No children under 10,1,Greenville
324,"Charming studio, great location!!!",Entire home/apt,994.0,2.0,5.0,No smoking & No pets,8,Twin Falls
325,Elegant Brownstone Duplex,Entire home/apt,217.0,3.0,1.0,No smoking,3,Daytona Beach
326,Your Home with View in Greenpoint!,Entire home/apt,320.0,3.0,1.0,No pets,2,Laredo
327,Cute Family Friendly Vintage Brownstone Living!!,Shared room,920.0,2.0,1.0,No parties & No children under 10,1,Baltimore
328,New York Apartment,Private room,988.0,2.0,5.0,No visitors,2,West Palm Beach
329,Loft Suite @ The Box House Hotel,Entire home/apt,685.0,3.0,2.0,,3,Fairbanks
330,Ultimate 50th Floor Downtown Penthouse  - 4000SqFt,Entire home/apt,1043.0,2.0,4.0,No smoking & No visitors & No children under 10,9,Alpena
331,"Family-friendly, cozy guest room",Private room,549.0,2.0,4.0,No pets,1,Raleigh
332,Cozy vibes next to Prospect Park/Botanical Gardens,Private room,431.0,2.0,4.0,No parties,1,Iron Mountain
333,AMAZING AAA Specious  Studio South Expo  Skylight!,Entire home/apt,71.0,30.0,5.0,No parties,2,Kalispell
334,Cozy Room for 2 in Astoria!,Private room,224.0,1.0,1.0,No children under 10 & No pets,2,Mason City
335,*Lovely Apt in Heart of Park Slope*,Entire home/apt,1138.0,30.0,4.0,No pets & No children under 10,3,Syracuse
336,Park Slope Garden Lovers Duplex,Entire home/apt,315.0,7.0,3.0,No visitors & No smoking & No pets,2,Presque Isle
337,Cozy Studio Near Prospect Park,Shared room,1051.0,3.0,2.0,No visitors & No pets & No smoking,1,Oklahoma City
338,Spacious and sunny room in Brooklyn,Private room,632.0,30.0,1.0,No parties & No visitors,2,Little Rock
339,"Quiet, Private  3.5 rooms, Manhattan convenient",Entire home/apt,628.0,2.0,4.0,,5,Texarkana
340,UES Modern Style 1 Bedroom Near 2 Ave Subway Line,Entire home/apt,550.0,2.0,2.0,No children under 10 & No smoking & No visitors,3,Roswell
341,Comfy & Sunny Studio Rental,Entire home/apt,413.0,2.0,5.0,No parties,3,Great Falls
342,Brooklyn Vibes Apartment,Private room,978.0,4.0,2.0,No visitors,2,Escanaba
343,"Homie,cozy,artsy,warm,sweet,Harlem!",Entire home/apt,997.0,1.0,4.0,No smoking,5,Tyler
344,Is a beautiful place for recharge good energy....,Private room,810.0,10.0,2.0,,1,Medford
345,Cozy Garden Apartment in Bushwick!!,Private room,1191.0,3.0,5.0,No visitors & No pets,2,Yuma
346,Large 1bdr perfect Village location,Entire home/apt,959.0,2.0,4.0,No visitors & No parties & No children under 10,9,New Bern
347,Renovated 2 Bed 2Bath high floor Pool in building,Entire home/apt,960.0,31.0,3.0,No children under 10,5,Palm Springs
348,Studio in Greenwich Village,Entire home/apt,462.0,27.0,4.0,No visitors,2,West Yellowstone
349,King Hotel Room at Wyndham Midtown 45 Resort,Private room,264.0,2.0,3.0,No pets & No smoking & No children under 10,2,Miami
350,Charming Loft-like Garden Apt in Bed-Stuy,Entire home/apt,916.0,3.0,1.0,No pets & No smoking & No children under 10,7,Paducah
351,温馨旅店(3),Private room,189.0,1.0,2.0,,2,Dallas
352,One Bed Room Apt In Midtown East,Entire home/apt,450.0,2.0,2.0,No children under 10 & No smoking,3,Martha's Vineyard
353,"Beautiful Room close to JFK, La Guardia, LIR",Private room,352.0,2.0,4.0,No pets,1,Traverse City
354,Spacious Loft in Clinton Hill,Entire home/apt,1047.0,,2.0,No parties & No smoking,3,Wenatchee
355,Luxury 1 bedroom apt. Downtown Brooklyn/Dumbo,Entire home/apt,111.0,5.0,5.0,No parties & No children under 10,3,Hyannis
356,Bohemian Studio Loft in Brooklyn,Entire home/apt,817.0,30.0,2.0,No visitors,2,Nantucket
357,Nice & Spacious Manhattan Room Near the Station,Private room,468.0,30.0,2.0,,2,Greensboro
358,Amazing Space in the Heart of Williamsburg,Entire home/apt,1093.0,10.0,2.0,No visitors,2,Lawton
359,A PIECE OF GREENWICH VILLAGE HISTORY!,Private room,224.0,2.0,2.0,,2,Toledo
360,NYC High End Upper East Side Central Park Gem Home,Entire home/apt,119.0,1.0,5.0,No visitors,3,Long Beach
361,Cozy Affordable room in Brooklyn,Private room,791.0,1.0,5.0,No visitors & No children under 10,1,Tyler
362,Verrazano bridge garden house,Private room,1016.0,5.0,3.0,No visitors & No smoking & No parties,1,Des Moines
363,Lovely private bedroom,Private room,232.0,3.0,4.0,No children under 10,2,Mobile
364,Beautifully Renovated 3BD/2BA ☆ 1 Block to Subway,Entire home/apt,1170.0,2.0,3.0,No children under 10,8,Washington
365,Sonder | 116 John | Simple 1BR + Gym,Entire home/apt,290.0,29.0,3.0,No children under 10,3,Huntsville
366,"2 BEDROOMS, 1 BATH, FULL FRONTAL OCEANVIEW",Entire home/apt,475.0,3.0,5.0,,3,Cincinnati
367,Private Room in Beautiful Soho NYC,Private room,665.0,3.0,4.0,No smoking & No visitors,1,Greensboro
368,Large Opulent Studio Apartment Near Prospect Park,Entire home/apt,465.0,4.0,4.0,No children under 10,3,White Plains
369,Sunny St. Mark's Place Oasis,Entire home/apt,767.0,1.0,2.0,No smoking & No parties,7,Sault Ste. Marie
370,Delightful Brooklyn Studio,Entire home/apt,1077.0,31.0,1.0,No children under 10 & No smoking & No pets,2,Nantucket
371,Cozy and affordable room.,Private room,1021.0,5.0,5.0,,2,Grand Rapids
372,Sunny 1 bedroom apartment on quiet block,Entire home/apt,1024.0,1.0,3.0,No children under 10 & No visitors & No smoking,5,Hilo
373,Sun-kissed & Spacious Queens Room w/ Full Kitchen,Private room,526.0,3.0,5.0,No smoking & No parties,1,Missoula
374,2 bedroom apartment in Astoria,Entire home/apt,665.0,2.0,4.0,No children under 10 & No parties & No pets,2,Birmingham
375,"A bright, beautiful treehouse",Entire home/apt,361.0,2.0,5.0,No visitors,2,Reno
376,★☆Sunnyside☆-Locals' favorite neighbor for living-,Private room,995.0,29.0,3.0,No children under 10,2,Alexandria
377,Beautiful eco triplex w/green roof. Free yoga/spa.,Entire home/apt,729.0,1.0,3.0,No parties,2,Roanoke
378,Greenwich Village Luxury Loft,Entire home/apt,326.0,2.0,4.0,No children under 10,3,Omaha
379,Fantastic Room in Bushwick,Private room,1069.0,2.0,3.0,No children under 10,2,Atlanta
380,Light-Filled Top Floor of 4BR Townhouse.❤️❤️❤️❤️❤️,Entire home/apt,485.0,28.0,4.0,No children under 10,2,Mobile
381,Cozy mezzanine bdrm in charming Bklyn neighborhood,Private room,464.0,2.0,5.0,No pets,1,Prescott
382,Large soho apt,Entire home/apt,876.0,1.0,5.0,No parties,3,Mason City
383,Sunny apartment with easy connections to anywhere.,Private room,968.0,3.0,4.0,No children under 10,1,Los Angeles
384,Magic Brooklyn townhouse room fit for a wizard,Private room,624.0,1.0,5.0,No children under 10 & No parties,2,St. Petersburg
385,Comfy Apt in Chinatown/Lower East Side,Private room,1129.0,1.0,4.0,No pets,1,Pago Pago
386,Spacious beautiful Bed Stuy duplex with garden,Entire home/apt,319.0,4.0,3.0,No smoking & No pets,2,Clarksburg
387,Large apartment in Manhattan UWS,Entire home/apt,607.0,1.0,3.0,No smoking & No parties,2,Anchorage
388,Spacious Lower East Side with private balcony,Private room,545.0,2.0,3.0,No children under 10,2,Anchorage
389,Peaceful room in cool area close to G/7/Ferry/JFK,Private room,485.0,1.0,5.0,No smoking & No visitors & No children under 10,2,Ogden
390,Spacious 1 bedroom on Hamilton Grange - Entire Apt,Entire home/apt,610.0,3.0,5.0,No smoking & No visitors,2,Hobbs
391,Studio Apartment in a Doorman Building,Entire home/apt,823.0,1.0,4.0,No parties & No pets & No visitors,7,Bloomington
392,Cozy Apartment With Private Backyard,Entire home/apt,734.0,2.0,3.0,,4,Aberdeen
393,Stylish garden apartment,Entire home/apt,314.0,3.0,4.0,No smoking & No visitors,3,Birmingham
394,Private room in two floor apartment w/ back yard,Private room,1190.0,1.0,4.0,No visitors & No parties,1,Portland
395,Cozy Harlem Jewel,Private room,1153.0,2.0,1.0,,2,Devils Lake
396,2. Private 1BR Suite in Shared Marine Park Apt.,Private room,222.0,2.0,1.0,,2,Laredo
397,Cozy MasterBed Room Suite w/Jacuzzi Tub,Private room,945.0,1.0,3.0,No visitors & No parties,2,Ogden
398,Clean,Private room,720.0,3.0,2.0,No visitors & No parties & No smoking,1,Pittsburgh
399,Townhouse with  private bathroom and lush backyard,Private room,640.0,2.0,5.0,No children under 10 & No parties & No smoking,1,Manchester
400,Williamsburg Gem: Sleep up to 5,Entire home/apt,486.0,2.0,1.0,No smoking & No children under 10,4,Buffalo
401,Sunlight Suite,Entire home/apt,472.0,1.0,4.0,No smoking & No pets & No children under 10,2,Minot
402,Sunny Modern Lux Private House with Parking,Entire home/apt,614.0,3.0,4.0,No smoking & No children under 10 & No parties,3,Toledo
403,The Heart of the Lower East Side!,Entire home/apt,587.0,2.0,4.0,No children under 10,2,Decatur
404,"BasementSolo Private bedRoom No 
Window in NYC, 2E",Shared room,729.0,2.0,1.0,,1,Wichita Falls
405,"Harlem Deco,",Private room,650.0,1.0,2.0,No visitors,2,New Orleans
406,Clean Quiet Prvt Rm Prvt Bathroom in Midtown,Private room,936.0,5.0,4.0,No parties,2,Greensboro
407,2 Bedroom Loft in Clinton Hill,Entire home/apt,740.0,2.0,2.0,No pets & No children under 10 & No visitors,6,Wichita
408,Private Room in Heart of Williamsburg!,Private room,1200.0,2.0,3.0,No smoking & No pets & No parties,1,Concord
409,Cozy room in UWS,Private room,1016.0,4.0,5.0,No visitors & No children under 10,2,Lincoln
410,Private bedroom in UWS Apartment,Private room,709.0,2.0,5.0,No visitors & No pets,2,Lubbock
411,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,Private room,729.0,,5.0,,2,Birmingham
412,Quiet and beautiful apartment near central park,Entire home/apt,930.0,7.0,2.0,No parties & No smoking,9,Fort Myers
413,Bushwick Duplex 3 min walk to subway,Private room,708.0,1.0,2.0,No visitors & No smoking & No parties,1,International Falls
414,Beautiful Manhattan Apt- 20 min to Times Square,Entire home/apt,79.0,7.0,2.0,No children under 10,3,Punta Gorda
415,Classic Brooklyn Brownstone,Entire home/apt,1130.0,5.0,5.0,No parties & No children under 10 & No smoking,7,Key West
416,Prospect Park gem! Charming & chic 2 bedroom apt!,Entire home/apt,790.0,7.0,5.0,No children under 10,7,Charleston
417,"Free parking, quiet, 5 stops on N/W  to Manhattan",Entire home/apt,483.0,4.0,2.0,No children under 10 & No visitors,3,Ontario
418,NEW Private room on Manhattan. Breathtaking view!,Private room,304.0,15.0,4.0,No pets,1,Laramie
419,"Sunny room in Sunset Park, Brooklyn",Private room,433.0,7.0,3.0,,2,Rock Springs
420,Budget Room in large apartment (Solo Travelers+),Private room,1132.0,21.0,1.0,No parties,2,Escanaba
421,*Lovely Apt In Heart Of Park Slope*,Entire home/apt,70.0,14.0,4.0,No pets,3,Evansville
422,Large bedroom in a lovely flat in perfect location,Private room,389.0,2.0,5.0,,2,Laramie
423,"CITY LINE, HALF BROOKLYN /QUEENS COZY CORNER",Private room,1131.0,3.0,2.0,No children under 10 & No smoking,1,Laredo
424,Darling Midtown Getaway byTimes Sq.,Private room,1169.0,4.0,1.0,No children under 10,2,Redding
425,Luxurious & Spacious 1 Bedroom Apt,Entire home/apt,183.0,1.0,1.0,No pets & No smoking & No parties,2,Vernal
426,Glamping Van,Entire home/apt,132.0,1.0,3.0,No visitors & No children under 10,3,Columbia
427,Sunny room in modern building located in Bedstuy,Private room,430.0,5.0,2.0,No smoking,2,Savannah
428,Doorman Penthouse One Bedroom Laundry 5196,Entire home/apt,927.0,30.0,5.0,No children under 10,9,Laramie
429,It must be your BDAY because this deal is great,Private room,173.0,3.0,3.0,No children under 10,1,Gainesville
430,Charming Brooklyn Heights Abode,Entire home/apt,1017.0,25.0,4.0,No pets,3,Ketchikan
431,Beautiful TriBeCa Apartment,Private room,590.0,25.0,3.0,No smoking,1,Sault Ste. Marie
432,Huge apartment in a beautiful house in Greenpoint,Entire home/apt,855.0,3.0,1.0,No smoking & No pets & No visitors,6,Greer
433,"Getaway to the city, 2 blocks from train (C)",Entire home/apt,1200.0,3.0,4.0,No pets,8,Liberal
434,Private 3B Room in 4BR/2BA APT in Hell's Kitchen,Private room,613.0,1.0,4.0,No children under 10,2,Cedar City
435,Prime Williamsburg Large bedroom for 1or2 people,Private room,915.0,1.0,2.0,No visitors,1,Daytona Beach
436,Brooklyn Style Hostel RM4 #4,Shared room,972.0,1.0,2.0,No pets,1,Cordova
437,"Beautiful 2BR Apt, 1 Min Walk to Major Subway!",Entire home/apt,182.0,30.0,4.0,No pets & No children under 10 & No visitors,3,Asheville
438,"Sunny, 1 Bedroom in Bedstuy, Brooklyn",Entire home/apt,160.0,7.0,4.0,No children under 10 & No parties,3,Johnstown
439,Private Bedroom in Spanish Harlem,Private room,410.0,2.0,5.0,No parties,1,Lynchburg
